								
N	Word	Freq.	%	Texts	%	Dispersion	Lemmas	Set
2.171	DISCRIMINATORIO	10	0,00	n/a	n/a	n/a	DISCRIMINATORIO[2] DISCRIMINATORIA[3] DISCRIMINATORIAS[2] DISCRIMINATORIOS[3]	
2.172	DISPENSA	10	0,00	3	10,71	0,28		
2.173	DIVERSAS	10	0,00	5	17,86	0,66		
2.174	ELEVARÁ	10	0,00	7	25,00	0,63		
2.175	EMBARCAR	10	0,00	n/a	n/a	n/a	EMBARCAR[3] EMBARQUE[5] EMBARQUEN[2]	
2.176	ESTUDIAR	10	0,00	n/a	n/a	n/a	ESTUDIAR[1] ESTUDIARÁN[1] ESTUDIO[8]	
2.177	EVENTUALMENTE	10	0,00	5	17,86	0,60		
2.178	EVOLUCIÓN	10	0,00	6	21,43	0,69		
2.179	EXAMINAR	10	0,00	n/a	n/a	n/a	EXAMINAR[7] EXAMINADA[1] EXAMINARÁ[2]	
2.180	EXIGE	10	0,00	7	25,00	0,69		
2.181	EXPERIENCIA	10	0,00	n/a	n/a	n/a	EXPERIENCIA[9] EXPERIENCIAS[1]	
2.182	FACILITE	10	0,00	6	21,43	0,63		
2.183	FECHAS	10	0,00	6	21,43	0,63		
2.184	FIGUREN	10	0,00	4	14,29	0,66		
2.185	FOMENTAR	10	0,00	n/a	n/a	n/a	FOMENTAR[5] FOMENTANDO[2] FOMENTARÁ[1] FOMENTO[2]	
2.186	FORMEN	10	0,00	6	21,43	0,69		
2.187	FUNDADAS	10	0,00	5	17,86	0,43		
2.188	GARANTIZADA	10	0,00	4	14,29	0,63		
2.189	GLOBAL	10	0,00	4	14,29	0,39		
2.190	GRABAR	10	0,00	n/a	n/a	n/a	GRABAR[1] GRABADA[2] GRABADAS[2] GRABARÁ[4] GRABARÁN[1]	
2.191	ILEGAL	10	0,00	4	14,29	0,39		
2.192	INDICADA	10	0,00	5	17,86	0,58		
2.193	INDICARÁ	10	0,00	5	17,86	0,58		
2.194	INDIVIDUALES	10	0,00	6	21,43	0,66		
2.195	INDOCUMENTADOS	10	0,00	3	10,71	0,51		
2.196	INFORMARÁN	10	0,00	5	17,86	0,69		
2.197	INICIALMENTE	10	0,00	6	21,43	0,58		
2.198	IX	10	0,00	2	7,14	0,55		
2.199	JUDICIALMENTE	10	0,00	4	14,29	0,20		
2.200	LESIÓN	10	0,00	n/a	n/a	n/a	LESIÓN[1] LESIONES[9]	
2.201	LIBREMENTE	10	0,00	5	17,86	0,55		
2.202	LISTA	10	0,00	5	17,86	0,55		
2.203	MATRIMONIAL	10	0,00	3	10,71	0,28		
2.204	MENSUAL	10	0,00	n/a	n/a	n/a	MENSUAL[7] MENSUALES[3]	
2.205	MENSUALMENTE	10	0,00	1	3,57	0,25		
2.206	MGBU	10	0,00	1	3,57	0,00		
2.207	MINISTRA	10	0,00	9	32,14	0,58		
2.208	NOTIFICARÁN	10	0,00	5	17,86	0,55		
2.209	OBLIGADA	10	0,00	3	10,71	0,55		
2.210	OBSERVACIÓN	10	0,00	n/a	n/a	n/a	OBSERVACIÓN[6] OBSERVACIONES[4]	
2.211	OPERAR	10	0,00	n/a	n/a	n/a	OPERAR[6] OPERA[1] OPERADA[3]	
2.212	ORDENACIÓN	10	0,00	4	14,29	0,66		
2.213	PAPEL	10	0,00	5	17,86	0,51		
2.214	PARTE	10	0,00	n/a	n/a	n/a	PARTE[0] PARTES[10]	
2.215	PARTES	10	0,00	5	17,86	0,63		
2.216	PASIVO	10	0,00	n/a	n/a	n/a	PASIVO[4] PASIVOS[6]	
2.217	PENITENCIARIO	10	0,00	n/a	n/a	n/a	PENITENCIARIO[7] PENITENCIARIOS[3]	
2.218	PERDIDO	10	0,00	4	14,29	0,53		
2.219	PF	10	0,00	1	3,57	0,00		
2.220	PODIDO	10	0,00	2	7,14	0,51		
2.221	POSTERIORIDAD	10	0,00	7	25,00	0,60		
2.222	PREÁMBULO	10	0,00	7	25,00	0,58		
2.223	PRECEPTOS	10	0,00	6	21,43	0,63		
2.224	PRESENCIA	10	0,00	6	21,43	0,63		
2.225	PRESENTASE	10	0,00	2	7,14	0,51		
2.226	PRIVADOS	10	0,00	5	17,86	0,60		
2.227	PROCURAR	10	0,00	n/a	n/a	n/a	PROCURAR[1] PROCURANDO[2] PROCURARÁ[6] PROCURARÁN[1]	
2.228	PRODUCCIÓN	10	0,00	n/a	n/a	n/a	PRODUCCIÓN[9] PRODUCCIONES[1]	
2.229	PROPORCIONARÁ	10	0,00	6	21,43	0,66		
2.230	PSICOLÓGICO	10	0,00	n/a	n/a	n/a	PSICOLÓGICO[3] PSICOLÓGICA[7]	
2.231	QUEDADO	10	0,00	4	14,29	0,60		
2.232	RADICAR	10	0,00	n/a	n/a	n/a	RADICAR[0] RADICA[2] RADICADAS[3] RADICADO[1] RADIQUE[3] RADIQUEN[1]	
2.233	RAZA	10	0,00	3	10,71	0,51		
2.234	REALIZA	10	0,00	7	25,00	0,63		
2.235	REALIZADOS	10	0,00	4	14,29	0,58		
2.236	REF	10	0,00	3	10,71	0,53		
2.237	REFIEREN	10	0,00	8	28,57	0,73		
2.238	REGLAS	10	0,00	5	17,86	0,55		
2.239	RELEVANTE	10	0,00	n/a	n/a	n/a	RELEVANTE[2] RELEVANTES[8]	
2.240	RELIGIÓN	10	0,00	4	14,29	0,55		
2.241	RENUNCIA	10	0,00	4	14,29	0,43		
2.242	RENUNCIADO	10	0,00	2	7,14	0,43		
2.243	REPERCUSIÓN	10	0,00	n/a	n/a	n/a	REPERCUSIÓN[0] REPERCUSIONES[10]	
2.244	REPERCUSIONES	10	0,00	2	7,14	0,49		
2.245	RESTANTE	10	0,00	n/a	n/a	n/a	RESTANTE[1] RESTANTES[9]	
2.246	RESULTARÁ	10	0,00	2	7,14	0,49		
2.247	SEÑALADO	10	0,00	6	21,43	0,63		
2.248	SIMILAR	10	0,00	n/a	n/a	n/a	SIMILAR[3] SIMILARES[7]	
2.249	SIMULTÁNEAMENTE	10	0,00	3	10,71	0,55		
2.250	SUBDELEGADOS	10	0,00	2	7,14	0,49		
2.251	SUBJETIVO	10	0,00	3	10,71	0,20		
2.252	SUCESIVAS	10	0,00	5	17,86	0,63		
2.253	SUMINISTREN	10	0,00	2	7,14	0,28		
2.254	SUPERIORES	10	0,00	5	17,86	0,63		
2.255	SUPONE	10	0,00	8	28,57	0,69		
2.256	SUPONGA	10	0,00	5	17,86	0,60		
2.257	TABLÓN	10	0,00	n/a	n/a	n/a	TABLÓN[6] TABLONES[4]	
2.258	TAREA	10	0,00	n/a	n/a	n/a	TAREA[2] TAREAS[8]	
2.259	TERRESTRE	10	0,00	n/a	n/a	n/a	TERRESTRE[9] TERRESTRES[1]	
2.260	TIPIFICADAS	10	0,00	4	14,29	0,45		
2.261	TRABAJAR	10	0,00	n/a	n/a	n/a	TRABAJAR[0] TRABAJADO[1] TRABAJADOS[1] TRABAJANDO[6] TRABAJEN[2]	
2.262	TRANSITORIAS	10	0,00	6	21,43	0,66		
2.263	VIOLACIÓN	10	0,00	n/a	n/a	n/a	VIOLACIÓN[4] VIOLACIONES[6]	
2.264	VISITANTE	10	0,00	n/a	n/a	n/a	VISITANTE[3] VISITANTES[7]	
2.265	ZMSK	10	0,00	1	3,57	0,00		
2.266	8	9	0,00	n/a	n/a	n/a	8[0] OCTAVA[9]	
2.267	ACADÉMICO	9	0,00	n/a	n/a	n/a	ACADÉMICO[4] ACADÉMICA[2] ACADÉMICAS[2] ACADÉMICOS[1]	
2.268	ACERCAR	9	0,00	n/a	n/a	n/a	ACERCAR[0] ACERCA[8] ACERQUEN[1]	
2.269	ACONSEJEN	9	0,00	6	21,43	0,70		
2.270	ACORDARÁ	9	0,00	6	21,43	0,62		
2.271	ACREDITA	9	0,00	4	14,29	0,59		
2.272	ACTIVA	9	0,00	5	17,86	0,66		
2.273	ADOPTARÁN	9	0,00	4	14,29	0,50		
2.274	ALEGADAS	9	0,00	4	14,29	0,62		
2.275	ALEGUE	9	0,00	4	14,29	0,53		
2.276	ALFABÉTICAMENTE	9	0,00	1	3,57	0,20		
2.277	AÑADIR	9	0,00	n/a	n/a	n/a	AÑADIR[2] AÑADE[5] AÑADEN[1] AÑADIENDO[1]	
2.278	ANTICIPADA	9	0,00	3	10,71	0,50		
2.279	APRUEBE	9	0,00	3	10,71	0,31		
2.280	AQUÉL	9	0,00	4	14,29	0,66		
2.281	ARTISTA	9	0,00	n/a	n/a	n/a	ARTISTA[2] ARTISTAS[7]	
2.282	ASISTENCIALES	9	0,00	2	7,14	0,39		
2.283	ASUMIDO	9	0,00	3	10,71	0,50		
2.284	AUTÉNTICA	9	0,00	2	7,14	0,31		
2.285	AUTÉNTICO	9	0,00	n/a	n/a	n/a	AUTÉNTICO[0] AUTÉNTICA[9]	
2.286	AUTORIZÓ	9	0,00	4	14,29	0,56		
2.287	BANCARIO	9	0,00	n/a	n/a	n/a	BANCARIO[0] BANCARIA[7] BANCARIAS[1] BANCARIOS[1]	
2.288	BÁSICA	9	0,00	6	21,43	0,59		
2.289	BÁSICOS	9	0,00	5	17,86	0,62		
2.290	CABER	9	0,00	n/a	n/a	n/a	CABER[0] CABE[3] CABIDA[2] CABRÁ[2] CUPO[1] QUEPA[1]	
2.291	CALIFICAR	9	0,00	n/a	n/a	n/a	CALIFICAR[0] CALIFICADAS[5] CALIFICADOS[3] CALIFIQUEN[1]	
2.292	CATEGORÍA	9	0,00	n/a	n/a	n/a	CATEGORÍA[5] CATEGORÍAS[4]	
2.293	CESADO	9	0,00	4	14,29	0,53		
2.294	COMUNIQUE	9	0,00	5	17,86	0,66		
2.295	CONCORDANTE	9	0,00	n/a	n/a	n/a	CONCORDANTE[8] CONCORDANTES[1]	
2.296	CONDENADOS	9	0,00	3	10,71	0,53		
2.297	CONSTEN	9	0,00	4	14,29	0,62		
2.298	CONSTITUIRÁ	9	0,00	5	17,86	0,59		
2.299	CONSTITUYE	9	0,00	4	14,29	0,33		
2.300	CONTRATADOS	9	0,00	4	14,29	0,45		
2.301	CONYUGAL	9	0,00	3	10,71	0,48		
2.302	COTIZACIÓN	9	0,00	1	3,57	0,33		
2.303	CREENCIA	9	0,00	n/a	n/a	n/a	CREENCIA[3] CREENCIAS[6]	
2.304	CUMPLA	9	0,00	7	25,00	0,75		
2.305	DECIDIRÁ	9	0,00	4	14,29	0,56		
2.306	DEDICADO	9	0,00	2	7,14	0,39		
2.307	DELIBERACIÓN	9	0,00	9	32,14	0,59		
2.308	DEMANDANTES	9	0,00	4	14,29	0,43		
2.309	DENEGARÁ	9	0,00	5	17,86	0,66		
2.310	DENUNCIADO	9	0,00	n/a	n/a	n/a	DENUNCIADO[6] DENUNCIADOS[3]	
2.311	DESCRITAS	9	0,00	5	17,86	0,59		
2.312	DESESTIMAR	9	0,00	n/a	n/a	n/a	DESESTIMAR[0] DESESTIMADA[5] DESESTIMADAS[3] DESESTIMADO[1]	
2.313	DESFAVORABLE	9	0,00	n/a	n/a	n/a	DESFAVORABLE[8] DESFAVORABLES[1]	
2.314	DESISTIDO	9	0,00	3	10,71	0,56		
2.315	DETALLADA	9	0,00	7	25,00	0,70		
2.316	DIFICULTAD	9	0,00	n/a	n/a	n/a	DIFICULTAD[3] DIFICULTADES[6]	
2.317	DIRIGIRSE	9	0,00	4	14,29	0,50		
2.318	DISFRUTE	9	0,00	7	25,00	0,59		
2.319	DISTRIBUCIÓN	9	0,00	6	21,43	0,53		
2.320	DIVERSOS	9	0,00	4	14,29	0,43		
2.321	EJERCITAR	9	0,00	n/a	n/a	n/a	EJERCITAR[7] EJERCITAN[1] EJERCITEN[1]	
2.322	EMBARAZADA	9	0,00	n/a	n/a	n/a	EMBARAZADA[0] EMBARAZADAS[9]	
2.323	EMBARAZADAS	9	0,00	6	21,43	0,66		
2.324	EMITIRÁ	9	0,00	3	10,71	0,45		
2.325	EMPLEADOS	9	0,00	5	17,86	0,59		
2.326	ENCARGADAS	9	0,00	3	10,71	0,39		
2.327	ENCARGADOS	9	0,00	5	17,86	0,66		
2.328	ENSERAR	9	0,00	n/a	n/a	n/a	ENSERAR[0] ENSERES[9]	
2.329	ENSERES	9	0,00	3	10,71	0,45		
2.330	ENVIAR	9	0,00	n/a	n/a	n/a	ENVIAR[1] ENVÍA[1] ENVIARÁ[1] ENVÍEN[1] ENVÍO[5]	
2.331	ESTABLECERÁN	9	0,00	5	17,86	0,50		
2.332	ESTABLECIMIENTOS	9	0,00	5	17,86	0,53		
2.333	ESTATUTOS	9	0,00	3	10,71	0,50		
2.334	EXCEPTUACIÓN	9	0,00	2	7,14	0,31		
2.335	EXENTAR	9	0,00	n/a	n/a	n/a	EXENTAR[0] EXENTA[2] EXENTAS[5] EXENTO[2]	
2.336	EXENTOS	9	0,00	5	17,86	0,66		
2.337	EXPIDA	9	0,00	5	17,86	0,66		
2.338	EXTINGUIRÁ	9	0,00	1	3,57	0,11		
2.339	EXTREMOS	9	0,00	6	21,43	0,75		
2.340	FASES	9	0,00	4	14,29	0,59		
2.341	FAVORABLEMENTE	9	0,00	6	21,43	0,62		
2.342	FAVORABLES	9	0,00	7	25,00	0,56		
2.343	FIJADOS	9	0,00	4	14,29	0,66		
2.344	FIJO	9	0,00	3	10,71	0,41		
2.345	FINALES	9	0,00	7	25,00	0,70		
2.346	FINALMENTE	9	0,00	5	17,86	0,66		
2.347	FOTOGRAFÍA	9	0,00	n/a	n/a	n/a	FOTOGRAFÍA[7] FOTOGRAFÍAS[2]	
2.348	FUNCIONAL	9	0,00	n/a	n/a	n/a	FUNCIONAL[8] FUNCIONALES[1]	
2.349	FUNDACIÓN	9	0,00	n/a	n/a	n/a	FUNDACIÓN[2] FUNDACIONES[7]	
2.350	GARANTICEN	9	0,00	6	21,43	0,66		
2.351	GENÉRICA	9	0,00	3	10,71	0,39		
2.352	HABLA	9	0,00	3	10,71	0,56		
2.353	HALLARSE	9	0,00	5	17,86	0,53		
2.354	IDÉNTICO	9	0,00	n/a	n/a	n/a	IDÉNTICO[4] IDÉNTICA[1] IDÉNTICAS[3] IDÉNTICOS[1]	
2.355	IDENTIFICATIVO	9	0,00	n/a	n/a	n/a	IDENTIFICATIVO[2] IDENTIFICATIVA[4] IDENTIFICATIVOS[3]	
2.356	IMAGEN	9	0,00	n/a	n/a	n/a	IMAGEN[6] IMÁGENES[3]	
2.357	IMPLANTACIÓN	9	0,00	3	10,71	0,62		
2.358	IMPLICA	9	0,00	4	14,29	0,59		
2.359	IMPUESTA	9	0,00	3	10,71	0,50		
2.360	IMPUTAR	9	0,00	n/a	n/a	n/a	IMPUTAR[0] IMPUTADA[3] IMPUTADO[5] IMPUTADOS[1]	
2.361	INCORPORARÁN	9	0,00	6	21,43	0,59		
2.362	INHERENTE	9	0,00	n/a	n/a	n/a	INHERENTE[1] INHERENTES[8]	
2.363	INTERESES	9	0,00	5	17,86	0,59		
2.364	INTERPROFESIONAL	9	0,00	2	7,14	0,43		
2.365	INTERRUMPIR	9	0,00	n/a	n/a	n/a	INTERRUMPIR[0] INTERRUMPA[1] INTERRUMPIDA[2] INTERRUMPIDO[3] INTERRUMPIÓ[1] INTERRUMPIRÁ[2]	
2.366	JUSTIFICANTE	9	0,00	n/a	n/a	n/a	JUSTIFICANTE[8] JUSTIFICANTES[1]	
2.367	LEGALIZAR	9	0,00	n/a	n/a	n/a	LEGALIZAR[0] LEGALIZADA[2] LEGALIZADO[7]	
2.368	LESIONES	9	0,00	2	7,14	0,22		
2.369	LETRADA	9	0,00	3	10,71	0,48		
2.370	LIMITARÁ	9	0,00	3	10,71	0,39		
2.371	LLEVEN	9	0,00	4	14,29	0,62		
2.372	MATERIAS	9	0,00	7	25,00	0,75		
2.373	MENCIONADAS	9	0,00	6	21,43	0,56		
2.374	MODALIDADES	9	0,00	5	17,86	0,62		
2.375	MÓDULO	9	0,00	n/a	n/a	n/a	MÓDULO[4] MÓDULOS[5]	
2.376	NOMINATIVA	9	0,00	1	3,57	0,27		
2.377	NORMALIZAR	9	0,00	n/a	n/a	n/a	NORMALIZAR[0] NORMALIZADO[8] NORMALIZADOS[1]	
2.378	OBTENIDA	9	0,00	4	14,29	0,59		
2.379	OBTENIDOS	9	0,00	3	10,71	0,53		
2.380	OCTAVA	9	0,00	4	14,29	0,56		
2.381	OMISIONES	9	0,00	2	7,14	0,11		
2.382	PARTICIPEN	9	0,00	4	14,29	0,56		
2.383	PERFIL	9	0,00	n/a	n/a	n/a	PERFIL[8] PERFILES[1]	
2.384	PERMANEZCAN	9	0,00	5	17,86	0,62		
2.385	PERTENECIENTE	9	0,00	n/a	n/a	n/a	PERTENECIENTE[3] PERTENECIENTES[6]	
2.386	POSITIVO	9	0,00	n/a	n/a	n/a	POSITIVO[7] POSITIVA[1] POSITIVOS[1]	
2.387	PRECIOS	9	0,00	5	17,86	0,59		
2.388	PRESENTES	9	0,00	4	14,29	0,50		
2.389	PRESTEN	9	0,00	5	17,86	0,50		
2.390	PREVEA	9	0,00	5	17,86	0,59		
2.391	PREVENTIVA	9	0,00	2	7,14	0,43		
2.392	PREVIAS	9	0,00	4	14,29	0,50		
2.393	PROHIBIDOS	9	0,00	1	3,57	0,11		
2.394	PROMOCIÓN	9	0,00	4	14,29	0,62		
2.395	PROYECTOS	9	0,00	6	21,43	0,66		
2.396	RAZONABLES	9	0,00	4	14,29	0,48		
2.397	RECAUDACIÓN	9	0,00	3	10,71	0,50		
2.398	RECHAZABLE	9	0,00	n/a	n/a	n/a	RECHAZABLE[6] RECHAZABLES[3]	
2.399	RECOGE	9	0,00	6	21,43	0,56		
2.400	RECOGIDOS	9	0,00	5	17,86	0,66		
2.401	RECURRIBLE	9	0,00	n/a	n/a	n/a	RECURRIBLE[4] RECURRIBLES[5]	
2.402	REFUNDIDO	9	0,00	3	10,71	0,56		
2.403	REGISTROS	9	0,00	7	25,00	0,50		
2.404	RELIGIOSA	9	0,00	3	10,71	0,53		
2.405	RELIGIOSAS	9	0,00	3	10,71	0,48		
2.406	REQUERIDOS	9	0,00	4	14,29	0,59		
2.407	REQUIERAN	9	0,00	4	14,29	0,59		
2.408	RESPECTIVOS	9	0,00	3	10,71	0,50		
2.409	RESTANTES	9	0,00	4	14,29	0,50		
2.410	RESULTADO	9	0,00	n/a	n/a	n/a	RESULTADO[6] RESULTADOS[3]	
2.411	SANCIONADO	9	0,00	2	7,14	0,39		
2.412	SANCIONADORES	9	0,00	2	7,14	0,41		
2.413	SEG	9	0,00	1	3,57	0,27		
2.414	SELECCIONADOS	9	0,00	3	10,71	0,31		
2.415	SELECTIVO	9	0,00	n/a	n/a	n/a	SELECTIVO[6] SELECTIVAS[1] SELECTIVOS[2]	
2.416	SEÑALADA	9	0,00	4	14,29	0,70		
2.417	SEPARAR	9	0,00	n/a	n/a	n/a	SEPARAR[0] SEPARADA[1] SEPARADO[6] SEPARADOS[2]	
2.418	SÉPTIMA	9	0,00	5	17,86	0,56		
2.419	SERIAR	9	0,00	n/a	n/a	n/a	SERIAR[0] SERIE[9]	
2.420	SERIE	9	0,00	7	25,00	0,62		
2.421	SETENTA	9	0,00	4	14,29	0,56		
2.422	SOBREVENIDAS	9	0,00	5	17,86	0,53		
2.423	SUFICIENTEMENTE	9	0,00	3	10,71	0,33		
2.424	SUPERFICIE	9	0,00	n/a	n/a	n/a	SUPERFICIE[7] SUPERFICIES[2]	
2.425	SUPONGAN	9	0,00	4	14,29	0,62		
2.426	TEMORES	9	0,00	1	3,57	0,00		
2.427	TRADUCIDO	9	0,00	4	14,29	0,22		
2.428	TRÁFICO	9	0,00	3	10,71	0,41		
2.429	TRAMITADA	9	0,00	5	17,86	0,59		
2.430	TRASPASADO	9	0,00	1	3,57	0,45		
2.431	UNIFICAR	9	0,00	n/a	n/a	n/a	UNIFICAR[1] UNIFICADA[7] UNIFICARÁ[1]	
2.432	USUARIOS	9	0,00	2	7,14	0,11		
2.433	UTILIZADOS	9	0,00	4	14,29	0,62		
2.434	VOLUNTARIA	9	0,00	6	21,43	0,59		
2.435	ACEPTAR	8	0,00	n/a	n/a	n/a	ACEPTAR[4] ACEPTADO[3] ACEPTARÁ[1]	
2.436	ACERCA	8	0,00	6	21,43	0,67		
2.437	ACOGIMIENTO	8	0,00	n/a	n/a	n/a	ACOGIMIENTO[7] ACOGIMIENTOS[1]	
2.438	ACOMPAÑA	8	0,00	4	14,29	0,58		
2.439	ACORDÓ	8	0,00	4	14,29	0,47		
2.440	ACOSAR	8	0,00	n/a	n/a	n/a	ACOSAR[0] ACOSO[8]	
2.441	ACOSO	8	0,00	3	10,71	0,42		
2.442	ACREDITATIVOS	8	0,00	4	14,29	0,62		
2.443	ADAPTACIÓN	8	0,00	n/a	n/a	n/a	ADAPTACIÓN[4] ADAPTACIONES[4]	
2.444	ADHERIR	8	0,00	n/a	n/a	n/a	ADHERIR[0] ADHERIDO[2] ADHERIDOS[1] ADHIERE[4] ADHIRIÓ[1]	
2.445	AFECTADA	8	0,00	3	10,71	0,47		
2.446	AFECTADAS	8	0,00	6	21,43	0,67		
2.447	ALTURA	8	0,00	2	7,14	0,29		
2.448	ANÁLISIS	8	0,00	5	17,86	0,62		
2.449	ANTELACIÓN	8	0,00	5	17,86	0,54		
2.450	APARECER	8	0,00	n/a	n/a	n/a	APARECER[0] APARECE[2] APARECEN[1] APARECÍA[1] APAREZCA[2] APAREZCAN[2]	
2.451	APATRIDIA	8	0,00	3	10,71	0,24		
2.452	APLICARÁN	8	0,00	6	21,43	0,58		
2.453	APORTARSE	8	0,00	5	17,86	0,39		
2.454	APRUEBAN	8	0,00	4	14,29	0,51		
2.455	AQUELLA	8	0,00	6	21,43	0,58		
2.456	ARTÍSTICAS	8	0,00	2	7,14	0,54		
2.457	ASIGNAR	8	0,00	n/a	n/a	n/a	ASIGNAR[0] ASIGNADA[1] ASIGNADAS[1] ASIGNE[5] ASIGNEN[1]	
2.458	ASIR	8	0,00	n/a	n/a	n/a	ASIR[0] ASISTE[8]	
2.459	ASISTE	8	0,00	1	3,57	0,00		
2.460	AUTO	8	0,00	5	17,86	0,54		
2.461	AYUNTAMIENTOS	8	0,00	2	7,14	0,42		
2.462	BENEFICIARSE	8	0,00	4	14,29	0,54		
2.463	BUSCAR	8	0,00	n/a	n/a	n/a	BUSCAR[5] BUSCADO[2] BUSCANDO[1]	
2.464	CARENCIA	8	0,00	5	17,86	0,62		
2.465	CATORCE	8	0,00	5	17,86	0,24		
2.466	CITADOS	8	0,00	4	14,29	0,62		
2.467	CLASE	8	0,00	n/a	n/a	n/a	CLASE[5] CLASES[3]	
2.468	COMIENZO	8	0,00	4	14,29	0,54		
2.469	COMISARÍAS	8	0,00	3	10,71	0,54		
2.470	COMPLEMENTARIAS	8	0,00	4	14,29	0,36		
2.471	COMUNICADO	8	0,00	n/a	n/a	n/a	COMUNICADO[6] COMUNICADOS[2]	
2.472	CONCEDERSE	8	0,00	5	17,86	0,62		
2.473	CONDUCIR	8	0,00	n/a	n/a	n/a	CONDUCIR[2] CONDUCIDO[1] CONDUCIRÁN[1] CONDUJERON[1] CONDUZCA[3]	
2.474	CONSIDERARÁN	8	0,00	5	17,86	0,47		
2.475	CONSIENTE	8	0,00	1	3,57	0,22		
2.476	CONSTATE	8	0,00	3	10,71	0,47		
2.477	CONTEMPLADAS	8	0,00	6	21,43	0,62		
2.478	CONTRIBUIR	8	0,00	n/a	n/a	n/a	CONTRIBUIR[1] CONTRIBUIDO[1] CONTRIBUIRÁN[2] CONTRIBUYAN[1] CONTRIBUYE[1] CONTRIBUYENDO[1] CONTRIBUYÓ[1]	
2.479	CUADRAR	8	0,00	n/a	n/a	n/a	CUADRAR[0] CUADRO[8]	
2.480	CUADRO	8	0,00	2	7,14	0,34		
2.481	CUBIERTA	8	0,00	n/a	n/a	n/a	CUBIERTA[4] CUBIERTAS[4]	
2.482	CUMPLEN	8	0,00	5	17,86	0,62		
2.483	DARÁN	8	0,00	5	17,86	0,62		
2.484	DÉ	8	0,00	5	17,86	0,54		
2.485	DEBIDA	8	0,00	5	17,86	0,62		
2.486	DEFICIENCIAS	8	0,00	5	17,86	0,58		
2.487	DEFINIDO	8	0,00	n/a	n/a	n/a	DEFINIDO[2] DEFINIDOS[6]	
2.488	DEJANDO	8	0,00	4	14,29	0,62		
2.489	DEMORA	8	0,00	4	14,29	0,44		
2.490	DEMOSTRAR	8	0,00	n/a	n/a	n/a	DEMOSTRAR[1] DEMUESTRA[1] DEMUESTRE[4] DEMUESTREN[2]	
2.491	DENEGADO	8	0,00	4	14,29	0,47		
2.492	DERIVE	8	0,00	2	7,14	0,51		
2.493	DESCUENTOS	8	0,00	1	3,57	0,22		
2.494	DESIGNADO	8	0,00	3	10,71	0,54		
2.495	DESIGNE	8	0,00	6	21,43	0,67		
2.496	DESTINADA	8	0,00	4	14,29	0,54		
2.497	DETERMINAN	8	0,00	5	17,86	0,54		
2.498	DICTEN	8	0,00	3	10,71	0,36		
2.499	DIFERENCIAR	8	0,00	n/a	n/a	n/a	DIFERENCIAR[0] DIFERENCIADA[3] DIFERENCIADO[3] DIFERENCIADOS[2]	
2.500	DIMENSIÓN	8	0,00	n/a	n/a	n/a	DIMENSIÓN[1] DIMENSIONES[7]	
2.501	DIPLOMÁTICOS	8	0,00	4	14,29	0,44		
2.502	DIRECTIVAS	8	0,00	4	14,29	0,54		
2.503	DIRECTIVO	8	0,00	n/a	n/a	n/a	DIRECTIVO[5] DIRECTIVOS[3]	
2.504	DIRECTRICES	8	0,00	3	10,71	0,34		
2.505	DIRECTRIZ	8	0,00	n/a	n/a	n/a	DIRECTRIZ[0] DIRECTRICES[8]	
2.506	DOCUMENTADO	8	0,00	4	14,29	0,44		
2.507	EJERCEN	8	0,00	3	10,71	0,34		
2.508	ELEVADO	8	0,00	3	10,71	0,47		
2.509	ENTREVISTAS	8	0,00	4	14,29	0,54		
2.510	ESCALA	8	0,00	n/a	n/a	n/a	ESCALA[4] ESCALAS[4]	
2.511	ESTAMPAR	8	0,00	n/a	n/a	n/a	ESTAMPAR[3] ESTAMPARÁ[3] ESTAMPE[1] ESTAMPEN[1]	
2.512	ESTATUTARIO	8	0,00	n/a	n/a	n/a	ESTATUTARIO[0] ESTATUTARIA[1] ESTATUTARIAS[1] ESTATUTARIOS[6]	
2.513	ESTUDIANTES	8	0,00	3	10,71	0,47		
2.514	ESTUDIO	8	0,00	4	14,29	0,54		
2.515	EXIMIR	8	0,00	n/a	n/a	n/a	EXIMIR[2] EXIMA[1] EXIMAN[1] EXIMIDO[1] EXIMIRÁ[3]	
2.516	EXPRESIÓN	8	0,00	n/a	n/a	n/a	EXPRESIÓN[7] EXPRESIONES[1]	
2.517	EXPRESO	8	0,00	5	17,86	0,54		
2.518	FAVOREZCAN	8	0,00	2	7,14	0,34		
2.519	FIGURE	8	0,00	6	21,43	0,58		
2.520	FILIACIÓN	8	0,00	5	17,86	0,36		
2.521	FINALIZADA	8	0,00	4	14,29	0,62		
2.522	FINANCIAR	8	0,00	n/a	n/a	n/a	FINANCIAR[0] FINANCIADO[4] FINANCIADOS[4]	
2.523	FONDOS	8	0,00	3	10,71	0,44		
2.524	FORMULADO	8	0,00	3	10,71	0,51		
2.525	FORMULE	8	0,00	2	7,14	0,34		
2.526	FRANCÉS	8	0,00	3	10,71	0,39		
2.527	FRAUDULENTO	8	0,00	n/a	n/a	n/a	FRAUDULENTO[2] FRAUDULENTA[6]	
2.528	FUENTE	8	0,00	n/a	n/a	n/a	FUENTE[4] FUENTES[4]	
2.529	FUERZA	8	0,00	5	17,86	0,54		
2.530	GARANTIZA	8	0,00	4	14,29	0,62		
2.531	GASTAR	8	0,00	n/a	n/a	n/a	GASTAR[0] GASTO[8]	
2.532	GASTO	8	0,00	4	14,29	0,54		
2.533	GOB	8	0,00	3	10,71	0,12		
